priority_rank,date_key,store_name,sku_id,sku_name,category,issue_type,risk_score,recommended_action,recommended_quantity,hours_to_stockout,expected_impact,source_store,destination_store,reason
1260,20260629,MUM_DS_05,300,PET _CAT _30,Pet Care,Inter-Store Misallocation / Impending Shortage,15,Redistribute Stock,12,32.9,"Avoids $3,390.24 lost sales; lifts DoC from 1.8 to 3.1d",MUM_DS_09,MUM_DS_05,Destination projected to breach safety stock within 32.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.6d). Distance is 4.5km within configured limit.
1261,20260629,BEN_DS_01,188,PERS_ORAL_08,Personal Care,Stock Below Reorder Point,15,Scheduled Replenishment,28,32.9,Protects $0.00 sales exposure; targets 34 units,Regional Distribution Center,BEN_DS_01,Projected inventory (8) breached ROP (8). Target: 34.
1262,20260629,MUM_DS_05,300,PET _CAT _30,Pet Care,Stock Below Reorder Point,15,Scheduled Replenishment,54,32.9,Protects $0.00 sales exposure; targets 71 units,Regional Distribution Center,MUM_DS_05,Projected inventory (17) breached ROP (24). Target: 71.
1263,20260629,DEL_DS_07,182,PERS_HAIR_02,Personal Care,Inter-Store Misallocation / Impending Shortage,15,Redistribute Stock,12,33.1,Avoids $953.76 lost sales; lifts DoC from 1.8 to 2.9d,DEL_DS_10,DEL_DS_07,Destination projected to breach safety stock within 33.1h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 3.4km within configured limit.
1264,20260629,MUM_DS_02,277,PET _PET _07,Pet Care,Inter-Store Misallocation / Impending Shortage,15,Redistribute Stock,12,33.1,"Avoids $2,789.28 lost sales; lifts DoC from 1.8 to 3.3d",MUM_DS_03,MUM_DS_02,Destination projected to breach safety stock within 33.1h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 13.6d). Distance is 5.8km within configured limit.
1265,20260629,BEN_DS_07,232,HOUS_DISH_22,Household,Stock Below Reorder Point,15,Scheduled Replenishment,48,33.7,Protects $0.00 sales exposure; targets 58 units,Regional Distribution Center,BEN_DS_07,Projected inventory (14) breached ROP (20). Target: 58.
1266,20260629,HYD_DS_01,228,HOUS_CLEA_18,Household,Inter-Store Misallocation / Impending Shortage,15,Redistribute Stock,8,33.8,"Avoids $1,709.84 lost sales; lifts DoC from 1.9 to 3.0d",HYD_DS_05,HYD_DS_01,Destination projected to breach safety stock within 33.8h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.0d). Distance is 3.5km within configured limit.
1267,20260629,BEN_DS_04,215,HOUS_REPE_05,Household,Inter-Store Misallocation / Impending Shortage,15,Redistribute Stock,16,34.0,"Avoids $1,107.68 lost sales; lifts DoC from 1.9 to 3.4d",BEN_DS_10,BEN_DS_04,Destination projected to breach safety stock within 34.0h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.0d). Distance is 1.1km within configured limit.
1268,20260629,DEL_DS_06,238,HOUS_CLEA_28,Household,Inter-Store Misallocation / Impending Shortage,15,Redistribute Stock,16,34.0,"Avoids $2,759.68 lost sales; lifts DoC from 1.9 to 3.3d",DEL_DS_02,DEL_DS_06,Destination projected to breach safety stock within 34.0h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.1d). Distance is 5.1km within configured limit.
1269,20260629,BEN_DS_04,215,HOUS_REPE_05,Household,Stock Below Reorder Point,15,Scheduled Replenishment,64,34.0,Protects $0.00 sales exposure; targets 81 units,Regional Distribution Center,BEN_DS_04,Projected inventory (20) breached ROP (29). Target: 81.
1270,20260629,DEL_DS_06,238,HOUS_CLEA_28,Household,Stock Below Reorder Point,15,Scheduled Replenishment,68,34.0,Protects $0.00 sales exposure; targets 88 units,Regional Distribution Center,DEL_DS_06,Projected inventory (21) breached ROP (44). Target: 88.
1271,20260629,BEN_DS_10,198,PERS_ORAL_18,Personal Care,Inter-Store Misallocation / Impending Shortage,15,Redistribute Stock,16,34.2,Avoids $829.12 lost sales; lifts DoC from 1.9 to 3.3d,BEN_DS_05,BEN_DS_10,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.4d). Distance is 3.8km within configured limit.
1272,20260629,HYD_DS_05,211,HOUS_DETE_01,Household,Inter-Store Misallocation / Impending Shortage,15,Redistribute Stock,12,34.2,"Avoids $2,336.16 lost sales; lifts DoC from 1.9 to 3.2d",HYD_DS_01,HYD_DS_05,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.5d). Distance is 3.5km within configured limit.
1273,20260629,BEN_DS_06,167,STAP_RICE_17,Staples,Stock Below Reorder Point,15,Scheduled Replenishment,144,42.5,Protects $0.00 sales exposure; targets 204 units,Regional Distribution Center,BEN_DS_06,Projected inventory (63) breached ROP (71). Target: 204.
1274,20260629,BEN_DS_06,263,BABY_BABY_23,Baby Care,Stock Below Reorder Point,15,Scheduled Replenishment,112,42.5,Protects $0.00 sales exposure; targets 154 units,Regional Distribution Center,BEN_DS_06,Projected inventory (45) breached ROP (59). Target: 154.
1275,20260629,HYD_DS_05,12,DAIR_CURD_12,Dairy,Stock Below Reorder Point,15,Scheduled Replenishment,444,42.5,Protects $0.00 sales exposure; targets 625 units,Regional Distribution Center,HYD_DS_05,Projected inventory (191) breached ROP (301). Target: 625.
1276,20260629,HYD_DS_05,30,DAIR_PANE_30,Dairy,Stock Below Reorder Point,15,Scheduled Replenishment,384,42.5,Protects $0.00 sales exposure; targets 531 units,Regional Distribution Center,HYD_DS_05,Projected inventory (165) breached ROP (181). Target: 531.
1277,20260629,MUM_DS_03,179,STAP_EDIB_29,Staples,Stock Below Reorder Point,15,Scheduled Replenishment,216,42.7,Protects $0.00 sales exposure; targets 311 units,Regional Distribution Center,MUM_DS_03,Projected inventory (97) breached ROP (106). Target: 311.
1278,20260629,MUM_DS_09,139,FRUI_SEAS_19,Fruits & Vegetables,Stock Below Reorder Point,15,Scheduled Replenishment,496,42.8,Protects $0.00 sales exposure; targets 717 units,Regional Distribution Center,MUM_DS_09,Projected inventory (223) breached ROP (343). Target: 717.
1279,20260629,DEL_DS_01,177,STAP_RICE_27,Staples,Stock Below Reorder Point,15,Scheduled Replenishment,108,43.0,Protects $0.00 sales exposure; targets 153 units,Regional Distribution Center,DEL_DS_01,Projected inventory (48) breached ROP (53). Target: 153.
1280,20260629,BEN_DS_04,50,BEVE_WATE_20,Beverages,Stock Below Reorder Point,15,Scheduled Replenishment,216,43.2,Protects $0.00 sales exposure; targets 311 units,Regional Distribution Center,BEN_DS_04,Projected inventory (96) breached ROP (151). Target: 311.
1281,20260629,MUM_DS_06,250,BABY_BABY_10,Baby Care,Stock Below Reorder Point,15,Scheduled Replenishment,156,43.2,Protects $0.00 sales exposure; targets 223 units,Regional Distribution Center,MUM_DS_06,Projected inventory (69) breached ROP (137). Target: 223.
1282,20260629,HYD_DS_07,164,STAP_EDIB_14,Staples,Stock Below Reorder Point,15,Scheduled Replenishment,64,43.4,Protects $0.00 sales exposure; targets 89 units,Regional Distribution Center,HYD_DS_07,Projected inventory (27) breached ROP (44). Target: 89.
1283,20260629,BEN_DS_06,90,SNAC_NUTS_30,Snacks,Stock Below Reorder Point,15,Scheduled Replenishment,318,43.6,Protects $0.00 sales exposure; targets 450 units,Regional Distribution Center,BEN_DS_06,Projected inventory (132) breached ROP (231). Target: 450.
1284,20260629,MUM_DS_06,109,PACK_BREA_19,Packaged Foods,Stock Below Reorder Point,15,Scheduled Replenishment,96,43.7,Protects $0.00 sales exposure; targets 139 units,Regional Distribution Center,MUM_DS_06,Projected inventory (44) breached ROP (49). Target: 139.
1285,20260629,BEN_DS_02,16,DAIR_MILK_16,Dairy,Stock Below Reorder Point,15,Scheduled Replenishment,264,43.9,Protects $0.00 sales exposure; targets 386 units,Regional Distribution Center,BEN_DS_02,Projected inventory (123) breached ROP (185). Target: 386.
1286,20260629,MUM_DS_05,177,STAP_RICE_27,Staples,Stock Below Reorder Point,15,Scheduled Replenishment,136,43.9,Protects $0.00 sales exposure; targets 197 units,Regional Distribution Center,MUM_DS_05,Projected inventory (63) breached ROP (67). Target: 197.
1287,20260629,BEN_DS_04,272,PET _CAT _02,Pet Care,Stock Below Reorder Point,15,Scheduled Replenishment,36,58.9,Protects $0.00 sales exposure; targets 50 units,Regional Distribution Center,BEN_DS_04,Projected inventory (18) breached ROP (28). Target: 50.
1288,20260629,BEN_DS_01,153,STAP_DALS_03,Staples,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,262,999.0,Rebalances 262 excess units (23.2 DoC),BEN_DS_01,N/A,Inventory exceeds target by 262 units with 23.2 Days of Cover.
1289,20260629,BEN_DS_01,162,STAP_RICE_12,Staples,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,283,999.0,Rebalances 283 excess units (15.5 DoC),BEN_DS_01,N/A,Inventory exceeds target by 283 units with 15.5 Days of Cover.
1290,20260629,BEN_DS_01,163,STAP_DALS_13,Staples,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,272,999.0,Rebalances 272 excess units (21.9 DoC),BEN_DS_01,N/A,Inventory exceeds target by 272 units with 21.9 Days of Cover.
1291,20260629,BEN_DS_01,166,STAP_ATTA_16,Staples,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,194,999.0,Rebalances 194 excess units (16.0 DoC),BEN_DS_01,N/A,Inventory exceeds target by 194 units with 16.0 Days of Cover.
1292,20260629,BEN_DS_01,209,PERS_SKIN_29,Personal Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,56,999.0,Rebalances 56 excess units (22.1 DoC),BEN_DS_01,N/A,Inventory exceeds target by 56 units with 22.1 Days of Cover.
1293,20260629,BEN_DS_01,216,HOUS_DETE_06,Household,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,137,999.0,Rebalances 137 excess units (22.1 DoC),BEN_DS_01,N/A,Inventory exceeds target by 137 units with 22.1 Days of Cover.
1294,20260629,BEN_DS_01,217,HOUS_DISH_07,Household,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,89,999.0,Rebalances 89 excess units (26.5 DoC),BEN_DS_01,N/A,Inventory exceeds target by 89 units with 26.5 Days of Cover.
1295,20260629,BEN_DS_01,218,HOUS_CLEA_08,Household,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,31,999.0,Rebalances 31 excess units (14.9 DoC),BEN_DS_01,N/A,Inventory exceeds target by 31 units with 14.9 Days of Cover.
1296,20260629,BEN_DS_01,227,HOUS_DISH_17,Household,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,27,999.0,Rebalances 27 excess units (14.4 DoC),BEN_DS_01,N/A,Inventory exceeds target by 27 units with 14.4 Days of Cover.
1297,20260629,BEN_DS_01,250,BABY_BABY_10,Baby Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,234,999.0,Rebalances 234 excess units (17.7 DoC),BEN_DS_01,N/A,Inventory exceeds target by 234 units with 17.7 Days of Cover.
1298,20260629,BEN_DS_01,253,BABY_DIAP_13,Baby Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,331,999.0,Rebalances 331 excess units (21.5 DoC),BEN_DS_01,N/A,Inventory exceeds target by 331 units with 21.5 Days of Cover.
1299,20260629,BEN_DS_01,256,BABY_BABY_16,Baby Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,392,999.0,Rebalances 392 excess units (20.0 DoC),BEN_DS_01,N/A,Inventory exceeds target by 392 units with 20.0 Days of Cover.
1300,20260629,BEN_DS_01,271,PET _DOG _01,Pet Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,37,999.0,Rebalances 37 excess units (16.7 DoC),BEN_DS_01,N/A,Inventory exceeds target by 37 units with 16.7 Days of Cover.
1301,20260629,BEN_DS_01,276,PET _CAT _06,Pet Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,104,999.0,Rebalances 104 excess units (23.0 DoC),BEN_DS_01,N/A,Inventory exceeds target by 104 units with 23.0 Days of Cover.
1302,20260629,BEN_DS_01,280,PET _CAT _10,Pet Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,116,999.0,Rebalances 116 excess units (18.5 DoC),BEN_DS_01,N/A,Inventory exceeds target by 116 units with 18.5 Days of Cover.
1303,20260629,BEN_DS_01,281,PET _PET _11,Pet Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,27,999.0,Rebalances 27 excess units (15.7 DoC),BEN_DS_01,N/A,Inventory exceeds target by 27 units with 15.7 Days of Cover.
1304,20260629,BEN_DS_01,282,PET _PET _12,Pet Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,34,999.0,Rebalances 34 excess units (14.4 DoC),BEN_DS_01,N/A,Inventory exceeds target by 34 units with 14.4 Days of Cover.
1305,20260629,BEN_DS_01,289,PET _PET _19,Pet Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,135,999.0,Rebalances 135 excess units (23.9 DoC),BEN_DS_01,N/A,Inventory exceeds target by 135 units with 23.9 Days of Cover.
1306,20260629,BEN_DS_01,296,PET _CAT _26,Pet Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,178,999.0,Rebalances 178 excess units (23.2 DoC),BEN_DS_01,N/A,Inventory exceeds target by 178 units with 23.2 Days of Cover.
1307,20260629,BEN_DS_01,299,PET _DOG _29,Pet Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,196,999.0,Rebalances 196 excess units (26.8 DoC),BEN_DS_01,N/A,Inventory exceeds target by 196 units with 26.8 Days of Cover.
1308,20260629,BEN_DS_02,153,STAP_DALS_03,Staples,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,170,999.0,Rebalances 170 excess units (17.4 DoC),BEN_DS_02,N/A,Inventory exceeds target by 170 units with 17.4 Days of Cover.
1309,20260629,BEN_DS_02,155,STAP_SPIC_05,Staples,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,156,999.0,Rebalances 156 excess units (16.8 DoC),BEN_DS_02,N/A,Inventory exceeds target by 156 units with 16.8 Days of Cover.
1310,20260629,BEN_DS_02,162,STAP_RICE_12,Staples,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,274,999.0,Rebalances 274 excess units (15.0 DoC),BEN_DS_02,N/A,Inventory exceeds target by 274 units with 15.0 Days of Cover.
1311,20260629,BEN_DS_02,173,STAP_DALS_23,Staples,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,333,999.0,Rebalances 333 excess units (23.2 DoC),BEN_DS_02,N/A,Inventory exceeds target by 333 units with 23.2 Days of Cover.
1312,20260629,BEN_DS_02,187,PERS_HAIR_07,Personal Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,79,999.0,Rebalances 79 excess units (19.3 DoC),BEN_DS_02,N/A,Inventory exceeds target by 79 units with 19.3 Days of Cover.
1313,20260629,BEN_DS_02,195,PERS_SANI_15,Personal Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,65,999.0,Rebalances 65 excess units (21.2 DoC),BEN_DS_02,N/A,Inventory exceeds target by 65 units with 21.2 Days of Cover.
1314,20260629,BEN_DS_02,201,PERS_SOAP_21,Personal Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,123,999.0,Rebalances 123 excess units (19.1 DoC),BEN_DS_02,N/A,Inventory exceeds target by 123 units with 19.1 Days of Cover.
1315,20260629,BEN_DS_02,204,PERS_SKIN_24,Personal Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,46,999.0,Rebalances 46 excess units (17.6 DoC),BEN_DS_02,N/A,Inventory exceeds target by 46 units with 17.6 Days of Cover.
1316,20260629,BEN_DS_02,216,HOUS_DETE_06,Household,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,180,999.0,Rebalances 180 excess units (25.4 DoC),BEN_DS_02,N/A,Inventory exceeds target by 180 units with 25.4 Days of Cover.
1317,20260629,BEN_DS_02,250,BABY_BABY_10,Baby Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,395,999.0,Rebalances 395 excess units (23.3 DoC),BEN_DS_02,N/A,Inventory exceeds target by 395 units with 23.3 Days of Cover.
1318,20260629,BEN_DS_02,253,BABY_DIAP_13,Baby Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,281,999.0,Rebalances 281 excess units (18.4 DoC),BEN_DS_02,N/A,Inventory exceeds target by 281 units with 18.4 Days of Cover.
1319,20260629,BEN_DS_02,261,BABY_DIAP_21,Baby Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,220,999.0,Rebalances 220 excess units (20.2 DoC),BEN_DS_02,N/A,Inventory exceeds target by 220 units with 20.2 Days of Cover.
1320,20260629,BEN_DS_02,271,PET _DOG _01,Pet Care,Excess Working Capital / High Days of Cover,15,Pause Inbound / Consider Promotional Clearance,68,999.0,Rebalances 68 excess units (24.0 DoC),BEN_DS_02,N/A,Inventory exceeds target by 68 units with 24.0 Days of Cover.
